base_id,variant_id,variant_index,domain,requirement_text,smells,applied_rules
B-048,B-048-S01,1,Inventory Management System,The system  record the date and time when a stock receipt is entered into the system.,"[""missing_imperative_verb""]","[""missing_imperative_verb:remove_shall""]"
B-048,B-048-S02,2,Inventory Management System,when a stock receipt is entered into the system within 5.,"[""missing_system_response"", ""missing_unit_of_measurement""]","[""missing_system_response:keep_condition_only"", ""missing_unit_of_measurement:add_bare_number""]"
B-048,B-048-S03,3,Inventory Management System,The system shall record the date and time when a stock receipt is entered into the system and shall not allow unauthorized access and send a notification email to the administrator.,"[""negative_formulation"", ""non_atomic_requirement""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action""]"
B-048,B-048-S04,4,Inventory Management System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-048,B-048-S05,5,Inventory Management System,The system shall be record the date and time when a stock receipt is entered into the system. for a large number of users.,"[""passive_voice"", ""punctuation_issue"", ""quantifier_without_unit_or_range""]","[""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number""]"
B-048,B-048-S06,6,Inventory Management System,The system shall record the date and time when a stock receipt is entered into the system through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-048,B-048-S07,7,Inventory Management System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_many_dependencies_or_versions"", ""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-048,B-048-S08,8,Inventory Management System,The system shall record the date and time when a stock receipt is entered into the system under normal conditions and as appropriate and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_or_implicit_terms"", ""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-049,B-049-S01,1,Inventory Management System,The system may allow an authorized user to mark a product as inactive so that it no longer appears in new orders if possible.,"[""conditional_or_non_assertive_requirement""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-049,B-049-S02,2,Inventory Management System,The system shall allow an authorized user to mark a product as inactive so that it no longer appears in new orders as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface.,"[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack""]"
B-049,B-049-S03,3,Inventory Management System,The system shall allow an authorized user to mark a product as inactive so that it no longer appears in new orders in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance.,"[""domain_term_imbalance"", ""embedded_rationale_or_justification""]","[""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to""]"
B-049,B-049-S04,4,Inventory Management System,The system shall allow an authorized user to mark a product as inactive so that it no longer appears in new orders and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-049,B-049-S05,5,Inventory Management System,"After processing is complete, The system.","[""incomplete_requirement"", ""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-049,B-049-S06,6,Inventory Management System,If the described condition occurs.,"[""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-049,B-049-S07,7,Inventory Management System,The system shall allow an authorized user to mark a product as inactive so that it no longer appears in new orders within 5 and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-049,B-049-S08,8,Inventory Management System,Validate input log the error send a notification restart the service including user identifier timestamp action etc. It shall be ensured that this requirement is fulfilled..,"[""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:add_it_shall_be_ensured"", ""punctuation_issue:remove_commas_and_double_period""]"
B-050,B-050-S01,1,Inventory Management System,The system shall generate a weekly inventory report listing current stock quantity for each active product for a large number of users.,"[""quantifier_without_unit_or_range""]","[""quantifier_without_unit_or_range:add_large_number""]"
B-050,B-050-S02,2,Inventory Management System,The system shall generate a weekly inventory report listing current stock quantity for each active product through a user-friendly and intuitive interface using the best and more secure method.,"[""subjective_language"", ""superlative_or_comparative_without_reference""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method""]"
B-050,B-050-S03,3,Inventory Management System,"The system shall generate a weekly inventory report listing current stock quantity for each active product and then the system shall log the operation in the audit trail and then the system shall update the internal statistics as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""too_long_sentence"", ""too_many_dependencies_or_versions""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs""]"
B-050,B-050-S04,4,Inventory Management System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-050,B-050-S05,5,Inventory Management System,The system shall generate a weekly inventory report listing current stock quantity for each active product under normal conditions and as appropriate and this shall be handled later according to internal policies KYC AML and PCI DSS.,"[""vague_or_implicit_terms"", ""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-050,B-050-S06,6,Inventory Management System,The system may generate a weekly inventory report listing current stock quantity for each active product and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.,"[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-050,B-050-S07,7,Inventory Management System,The system shall generate a weekly inventory report listing current stock quantity for each active product using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.,"[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-050,B-050-S08,8,Inventory Management System,"After processing is complete, The system.","[""implicit_requirement"", ""incomplete_reference_or_condition"", ""incomplete_requirement"", ""incorrect_or_confusing_order""]","[""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause""]"
B-051,B-051-S01,1,Reporting System,The system will allow an authorized user to generate a summary report of all orders created within a selected date range.,"[""language_error_or_grammar_issue""]","[""language_error_or_grammar_issue:introduce_grammar_error""]"
B-051,B-051-S02,2,Reporting System,The system  allow an authorized user to generate a summary report of all orders created within a selected date range for at least a short period of time.,"[""loophole_or_open_ended"", ""missing_imperative_verb""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall""]"
B-051,B-051-S03,3,Reporting System,If the described condition occurs within 5.,"[""missing_system_response"", ""missing_unit_of_measurement""]","[""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number""]"
B-051,B-051-S04,4,Reporting System,The system shall allow an authorized user to generate a summary report of all orders created within a selected date range and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-051,B-051-S05,5,Reporting System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc. It shall be ensured that this requirement is fulfilled.","[""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:add_it_shall_be_ensured""]"
B-051,B-051-S06,6,Reporting System,The system shall allow an authorized user to generate a summary report of all orders created within a selected date range. for a large number of users through a user-friendly and intuitive interface.,"[""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-051,B-051-S07,7,Reporting System,Lock account.,"[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-051,B-051-S08,8,Reporting System,"The system shall allow an authorized user to generate a summary report of all orders created within a selected date range and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""undefined_term"", ""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
B-052,B-052-S01,1,Reporting System,The system shall allow a user to export the generated report as a comma-separated values file according to internal policies KYC AML and PCI DSS.,"[""acronym_overuse_or_abbrev""]","[""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-052,B-052-S02,2,Reporting System,The system may allow a user to export the generated report as a comma-separated values file and display the message on screens if possible.,"[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-052,B-052-S03,3,Reporting System,The system shall allow a user to export the generated report as a comma-separated values file as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface.,"[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack""]"
B-052,B-052-S04,4,Reporting System,The system shall allow a user to export the generated report as a comma-separated values file in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.,"[""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-052,B-052-S05,5,Reporting System,The system.,"[""implicit_requirement"", ""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-052,B-052-S06,6,Reporting System,"After processing is complete, The system will allow a user to export the generated report as a comma-separated values file for at least a short period of time.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-052,B-052-S07,7,Reporting System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-052,B-052-S08,8,Reporting System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_atomic_requirement"", ""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-053,B-053-S01,1,Reporting System,The system shall be display the parameters used to generate a report at the top of the report output.,"[""passive_voice""]","[""passive_voice:system_shall_be_pattern""]"
B-053,B-053-S02,2,Reporting System,The system shall display the parameters used to generate a report at the top of the report output. for a large number of users.,"[""punctuation_issue"", ""quantifier_without_unit_or_range""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number""]"
B-053,B-053-S03,3,Reporting System,The system shall display the parameters used to generate a report at the top of the report output through a user-friendly and intuitive interface using the best and more secure method.,"[""subjective_language"", ""superlative_or_comparative_without_reference""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method""]"
B-053,B-053-S04,4,Reporting System,Lock account.,"[""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-053,B-053-S05,5,Reporting System,"The system shall display the parameters used to generate a report at the top of the report output and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate.","[""undefined_term"", ""unreadable_structure"", ""vague_or_implicit_terms""]","[""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions""]"
B-053,B-053-S06,6,Reporting System,The system shall display the parameters used to generate a report at the top of the report output and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-053,B-053-S07,7,Reporting System,The system may display the parameters used to generate a report at the top of the report output if possible as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.,"[""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-053,B-053-S08,8,Reporting System,The system shall display the parameters used to generate a report at the top of the report output in order to support auditing and regulatory compliance and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.,"[""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-054,B-054-S01,1,Reporting System,The system.,"[""incomplete_requirement""]","[""incomplete_requirement:remove_main_action""]"
B-054,B-054-S02,2,Reporting System,"After processing is complete, The system will restrict access to financial reports to users with the Finance role.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-054,B-054-S03,3,Reporting System,The system  restrict access to financial reports to users with the Finance role for at least a short period of time.,"[""loophole_or_open_ended"", ""missing_imperative_verb""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall""]"
B-054,B-054-S04,4,Reporting System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-054,B-054-S05,5,Reporting System,"Validate input, log the error, send a notification, restart the service.","[""non_atomic_requirement"", ""non_verifiable_qualifier"", ""overuse_imperative_form""]","[""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list""]"
B-054,B-054-S06,6,Reporting System,The system shall be restrict access to financial reports to users with the Finance role including user identifier timestamp action etc..,"[""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period""]"
B-054,B-054-S07,7,Reporting System,The system shall restrict access to financial reports to users with the Finance role for a large number of users through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""quantifier_without_unit_or_range"", ""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-054,B-054-S08,8,Reporting System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_many_dependencies_or_versions"", ""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-055,B-055-S01,1,Reporting System,"The system shall record the date, time, and user identifier for each report generation request under normal conditions and as appropriate.","[""vague_or_implicit_terms""]","[""vague_or_implicit_terms:add_normal_conditions""]"
B-055,B-055-S02,2,Reporting System,"The system shall record the date, time, and user identifier for each report generation request and this shall be handled later according to internal policies KYC AML and PCI DSS.","[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-055,B-055-S03,3,Reporting System,"The system may record the date, time, and user identifier for each report generation request and display the message on screens if possible.","[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-055,B-055-S04,4,Reporting System,"The system shall record the date, time, and user identifier for each report generation request as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.","[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-055,B-055-S05,5,Reporting System,"The system shall record the date, time, and user identifier for each report generation request in order to support auditing and regulatory compliance and behaves in the same way as described above so that all relevant stakeholders are notified appropriately.","[""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling"", ""implicit_requirement""]","[""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification""]"
B-055,B-055-S06,6,Reporting System,"After processing is complete, The system.","[""incomplete_reference_or_condition"", ""incomplete_requirement"", ""incorrect_or_confusing_order""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause""]"
B-055,B-055-S07,7,Reporting System,If the described condition occurs.,"[""language_error_or_grammar_issue"", ""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-055,B-055-S08,8,Reporting System,"The system shall record the date, time, and user identifier for each report generation request within 5 and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.","[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-056,B-056-S01,1,Reporting System,"Validate input, log the error, send a notification, restart the service.","[""overuse_imperative_form""]","[""overuse_imperative_form:replace_with_command_list""]"
B-056,B-056-S02,2,Reporting System,"The system shall be allow an authorized user to schedule a report to run automatically at a specific time each day including user identifier, timestamp, action, etc.","[""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern""]"
B-056,B-056-S03,3,Reporting System,The system shall allow an authorized user to schedule a report to run automatically at a specific time each day. for a large number of users.,"[""punctuation_issue"", ""quantifier_without_unit_or_range""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number""]"
B-056,B-056-S04,4,Reporting System,The system shall allow an authorized user to schedule a report to run automatically at a specific time each day through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-056,B-056-S05,5,Reporting System,Lock account and update the internal Compliance Index.,"[""too_many_dependencies_or_versions"", ""too_short_sentence"", ""undefined_term""]","[""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index""]"
B-056,B-056-S06,6,Reporting System,"The system shall allow an authorized user to schedule a report to run automatically at a specific time each day which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
B-056,B-056-S07,7,Reporting System,The system may allow an authorized user to schedule a report to run automatically at a specific time each day according to internal policies KYC AML and PCI DSS and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.,"[""acronym_overuse_or_abbrev"", ""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-056,B-056-S08,8,Reporting System,The system shall allow an authorized user to schedule a report to run automatically at a specific time each day using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.,"[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-057,B-057-S01,1,Reporting System,The system shall store the ten most recent completed report files for each scheduled report definition so that all relevant stakeholders are notified appropriately.,"[""implicit_requirement""]","[""implicit_requirement:add_so_that_notification""]"
B-057,B-057-S02,2,Reporting System,The system.,"[""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-057,B-057-S03,3,Reporting System,"After processing is complete, The system will store the ten most recent completed report files for each scheduled report definition.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-057,B-057-S04,4,Reporting System,If the described condition occurs.,"[""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-057,B-057-S05,5,Reporting System,The system shall store the ten most recent completed report files for each scheduled report definition within 5 and shall not allow unauthorized access and send a notification email to the administrator.,"[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action""]"
B-057,B-057-S06,6,Reporting System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-057,B-057-S07,7,Reporting System,The system shall be store the ten most recent completed report files for each scheduled report definition. for a large number of users through a user-friendly and intuitive interface.,"[""passive_voice"", ""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-057,B-057-S08,8,Reporting System,Lock account.,"[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-058,B-058-S01,1,Reporting System,The system shall allow an authorized user to deactivate a scheduled report so that it is no longer executed and update the internal Compliance Index.,"[""undefined_term""]","[""undefined_term:add_compliance_index""]"
B-058,B-058-S02,2,Reporting System,"The system shall allow an authorized user to deactivate a scheduled report so that it is no longer executed which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate.","[""unreadable_structure"", ""vague_or_implicit_terms""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions""]"
